time_period,time_identifier,geographic_level,country_code,country_name,region_name,region_code,old_la_code,la_name,new_la_code,pcon_code,pcon_name,phase_type_grouping,establishment_type,hospital_school,sen_provision,pupil_count
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,Independent school,Total,Total,Total,7074
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,Independent school,Total,Total,"Education, health and care plan",281
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,658
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded alternative provision,Total,Total,Total,133
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded alternative provision,Total,Total,"Education, health and care plan",6
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,127
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded nursery,Total,Total,Total,435
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded nursery,Total,Total,"Education, health and care plan",1
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,65
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded primary,Total,Total,Total,32480
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded primary,Total,Total,"Education, health and care plan",706
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3791
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded secondary,Total,Total,Total,23696
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded secondary,Total,Total,"Education, health and care plan",499
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2994
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded special school,Total,Total,Total,1146
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded special school,Total,Total,"Education, health and care plan",1053
202021,Academic year,Local authority,E92000001,England,London,E12000007,306,Croydon,E09000008,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,93
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,Independent school,Total,Total,Total,4617
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,Independent school,Total,Total,"Education, health and care plan",246
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,605
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded alternative provision,Total,Total,Total,73
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded alternative provision,Total,Total,"Education, health and care plan",14
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,59
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded nursery,Total,Total,Total,479
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded nursery,Total,Total,"Education, health and care plan",4
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,74
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded primary,Total,Total,Total,31327
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded primary,Total,Total,"Education, health and care plan",873
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3396
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded secondary,Total,Total,Total,21872
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded secondary,Total,Total,"Education, health and care plan",493
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,1987
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded special school,Total,Total,Total,896
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded special school,Total,Total,"Education, health and care plan",883
202021,Academic year,Local authority,E92000001,England,London,E12000007,307,Ealing,E09000009,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,13
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,Independent school,Total,Total,Total,1450
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,Independent school,Total,Total,"Education, health and care plan",57
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,136
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded alternative provision,Total,Total,Total,54
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded alternative provision,Total,Total,"Education, health and care plan",1
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,38
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded primary,Total,Total,Total,31307
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded primary,Total,Total,"Education, health and care plan",988
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3084
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded secondary,Total,Total,Total,24689
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded secondary,Total,Total,"Education, health and care plan",485
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2591
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded special school,Total,Total,Total,972
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded special school,Total,Total,"Education, health and care plan",960
202021,Academic year,Local authority,E92000001,England,London,E12000007,308,Enfield,E09000010,,,State-funded special school,Total,Total,SEN support / SEN without an EHC plan,12
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,Independent school,Total,Total,Total,3472
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,Independent school,Total,Total,"Education, health and care plan",127
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,Independent school,Total,Total,SEN support / SEN without an EHC plan,548
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded alternative provision,Total,Total,Total,125
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded alternative provision,Total,Total,"Education, health and care plan",53
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded alternative provision,Total,Total,SEN support / SEN without an EHC plan,72
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded nursery,Total,Total,Total,710
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded nursery,Total,Total,"Education, health and care plan",0
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded nursery,Total,Total,SEN support / SEN without an EHC plan,99
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded primary,Total,Total,Total,25839
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded primary,Total,Total,"Education, health and care plan",523
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded primary,Total,Total,SEN support / SEN without an EHC plan,3832
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,Total,17468
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,"Education, health and care plan",455
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded secondary,Total,Total,SEN support / SEN without an EHC plan,2319
202021,Academic year,Local authority,E92000001,England,London,E12000007,203,Greenwich,E09000011,,,State-funded special school,Total,Total,Total,540
